ID;Level;Word;Pinyin;Normalized;Meaning;Sentence;Sentence_Pinyin;Sentence_Normalized;Sentence_Meaning;Category
L7-5367;Advanced;职员;zhíyuán;zhiyuan;staff;你知道职员的意思吗？;nǐ zhī dào zhí yuán de yì si ma ？;ni zhi dao zhi yuan de yi si ma ？;do you know the meaning of staff?;Daily
L7-5368;Advanced;止步;zhǐbù;zhibu;stop;止步改变了我的生活方式。;zhǐ bù gǎi biàn le wǒ de shēng huó fāng shì 。;zhi bu gai bian le wo de sheng huo fang shi 。;stop changed my way of life.;Daily
L7-5369;Advanced;止咳;zhǐ ké;zhi ke;cough;这个止咳在日常生活中很有用。;zhè ge zhǐ ké zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zhi ke zai ri chang sheng huo zhong hen you yong 。;this cough is very useful in daily life.;Daily
L7-5370;Advanced;止血;zhǐxuè;zhixue;stop bleeding;止血是我们经常用到的东西。;zhǐ xuè shì wǒ men jīng cháng yòng dào de dōng xī 。;zhi xue shi wo men jing chang yong dao de dong xi 。;stop bleeding is something we often use.;Daily
L7-5371;Advanced;旨在;zhǐzài;zhizai;intended;请给我旨在个苹果。;qǐng gěi wǒ zhǐ zài gè píng guǒ 。;qing gei wo zhi zai ge ping guo 。;please give me intended apples.;Number
L7-5372;Advanced;指点;zhǐdiǎn;zhidian;guidance;指点的时候要专心。;zhǐ diǎn de shí hòu yào zhuān xīn 。;zhi dian de shi hou yao zhuan xin 。;pay attention when guidance.;Activity
L7-5373;Advanced;指教;zhǐjiào;zhijiao;please advise;我觉得指教非常重要。;wǒ jué de zhǐ jiào fēi cháng zhòng yào 。;wo jue de zhi jiao fei chang zhong yao 。;i think please advise is very important.;Daily
L7-5374;Advanced;指令;zhǐlìng;zhiling;instruction;指令的时候要注意安全。;zhǐ lìng de shí hòu yào zhù yì ān quán 。;zhi ling de shi hou yao zhu yi an quan 。;be careful when instruction.;Daily
L7-5375;Advanced;指南;zhǐnán;zhinan;guide;你知道指南的意思吗？;nǐ zhī dào zhǐ nán de yì si ma ？;ni zhi dao zhi nan de yi si ma ？;do you know the meaning of guide?;Daily
L7-5376;Advanced;指南针;zhǐnánzhēn;zhinanzhen;compass;指南针改变了我的生活方式。;zhǐ nán zhēn gǎi biàn le wǒ de shēng huó fāng shì 。;zhi nan zhen gai bian le wo de sheng huo fang shi 。;compass changed my way of life.;Daily
L7-5377;Advanced;指手画脚;zhǐshǒu-huàjiǎo;zhishou-huajiao;gesturing;这个指手画脚在日常生活中很有用。;zhè ge zhǐ shǒu huà jiǎo zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zhi shou hua jiao zai ri chang sheng huo zhong hen you yong 。;this gesturing is very useful in daily life.;Daily
L7-5378;Advanced;指望;zhǐwàng;zhiwang;hope;指望是我们经常用到的东西。;zhǐ wàng shì wǒ men jīng cháng yòng dào de dōng xī 。;zhi wang shi wo men jing chang yong dao de dong xi 。;hope is something we often use.;Daily
L7-5379;Advanced;指向;zhǐxiàng;zhixiang;point to;请把指向递给我。;qǐng bǎ zhǐ xiàng dì gěi wǒ 。;qing ba zhi xiang di gei wo 。;please pass me the point to.;Daily
L7-5380;Advanced;指引;zhǐyǐn;zhiyin;guidelines;指引让人印象深刻。;zhǐ yǐn ràng rén yìn xiàng shēn kè 。;zhi yin rang ren yin xiang shen ke 。;guidelines is very impressive.;Daily
L7-5381;Advanced;至此;zhìcǐ;zhici;at this point;我觉得至此非常重要。;wǒ jué de zhì cǐ fēi cháng zhòng yào 。;wo jue de zhi ci fei chang zhong yao 。;i think at this point is very important.;Daily
L7-5382;Advanced;至关重要;zhìguān-zhòngyào;zhiguan-zhongyao;crucial;至关重要的时候要注意安全。;zhì guān zhòng yào de shí hòu yào zhù yì ān quán 。;zhi guan zhong yao de shi hou yao zhu yi an quan 。;be careful when crucial.;Daily
L7-5383;Advanced;志气;zhìqì;zhiqi;ambition;你知道志气的意思吗？;nǐ zhī dào zhì qì de yì si ma ？;ni zhi dao zhi qi de yi si ma ？;do you know the meaning of ambition?;Daily
L7-5384;Advanced;制;zhì;zhi;system;制改变了我的生活方式。;zhì gǎi biàn le wǒ de shēng huó fāng shì 。;zhi gai bian le wo de sheng huo fang shi 。;system changed my way of life.;Daily
L7-5385;Advanced;制裁;zhìcái;zhicai;sanctions;这个制裁在日常生活中很有用。;zhè ge zhì cái zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zhi cai zai ri chang sheng huo zhong hen you yong 。;this sanctions is very useful in daily life.;Daily
L7-5386;Advanced;制服;zhìfú;zhifu;uniform;制服是我们经常用到的东西。;zhì fú shì wǒ men jīng cháng yòng dào de dōng xī 。;zhi fu shi wo men jing chang yong dao de dong xi 。;uniform is something we often use.;Daily
L7-5387;Advanced;制品;zhìpǐn;zhipin;products;制品一共花了一百块钱。;zhì pǐn yī gòng huā le yì bǎi kuài qián 。;zhi pin yi gong hua le yi bai kuai qian 。;products cost a total of one hundred yuan.;Shopping
L7-5388;Advanced;制止;zhìzhǐ;zhizhi;stop;制止让人印象深刻。;zhì zhǐ ràng rén yìn xiàng shēn kè 。;zhi zhi rang ren yin xiang shen ke 。;stop is very impressive.;Daily
L7-5389;Advanced;质地;zhìdì;zhidi;texture;我觉得质地非常重要。;wǒ jué de zhì dì fēi cháng zhòng yào 。;wo jue de zhi di fei chang zhong yao 。;i think texture is very important.;Daily
L7-5390;Advanced;质朴;zhìpǔ;zhipu;simple;质朴的时候要注意安全。;zhì piáo de shí hòu yào zhù yì ān quán 。;zhi piao de shi hou yao zhu yi an quan 。;be careful when simple.;Daily
L7-5391;Advanced;质问;zhìwèn;zhiwen;question;用质问交流非常方便。;yòng zhì wèn jiāo liú fēi cháng fāng biàn 。;yong zhi wen jiao liu fei chang fang bian 。;it's very convenient to communicate using question.;Communication
L7-5392;Advanced;质疑;zhìyí;zhiyi;question;质疑时要注意礼貌。;zhì yí shí yào zhù yì lǐ mào 。;zhi yi shi yao zhu yi li mao 。;be polite when question.;Communication
L7-5393;Advanced;治学;zhìxué;zhixue;scholarship;我每天坐治学去上班。;wǒ měi tiān zuò zhì xué qù shàng bān 。;wo mei tian zuo zhi xue qu shang ban 。;i take the scholarship to work every day.;Transport
L7-5394;Advanced;治愈;zhìyù;zhiyu;cure;治愈是我们经常用到的东西。;zhì yù shì wǒ men jīng cháng yòng dào de dōng xī 。;zhi yu shi wo men jing chang yong dao de dong xi 。;cure is something we often use.;Daily
L7-5395;Advanced;致;zhì;zhi;to;请把致递给我。;qǐng bǎ zhì dì gěi wǒ 。;qing ba zhi di gei wo 。;please pass me the to.;Daily
L7-5396;Advanced;致辞;zhìcí;zhici;speech;致辞让人印象深刻。;zhì cí ràng rén yìn xiàng shēn kè 。;zhi ci rang ren yin xiang shen ke 。;speech is very impressive.;Daily
L7-5397;Advanced;致富;zhìfù;zhifu;get rich;我觉得致富非常重要。;wǒ jué de zhì fù fēi cháng zhòng yào 。;wo jue de zhi fu fei chang zhong yao 。;i think get rich is very important.;Daily
L7-5398;Advanced;致敬;zhìjìng;zhijing;pay tribute;这个致敬的质量怎么样？;zhè ge zhì jìng de zhì liàng zěn me yàng ？;zhe ge zhi jing de zhi liang zen me yang ？;how is the quality of this pay tribute?;Shopping
L7-5399;Advanced;致力于;zhìlì yú;zhili yu;dedicated to;你知道致力于的意思吗？;nǐ zhī dào zhì lì yú de yì si ma ？;ni zhi dao zhi li yu de yi si ma ？;do you know the meaning of dedicated to?;Daily
L7-5400;Advanced;致命;zhìmìng;zhiming;fatal;这个致命非常适合你。;zhè ge zhì mìng fēi cháng shì hé nǐ 。;zhe ge zhi ming fei chang shi he ni 。;this fatal suits you very well.;Appearance
L7-5401;Advanced;致使;zhìshǐ;zhishi;caused;这个致使在日常生活中很有用。;zhè ge zhì shǐ zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zhi shi zai ri chang sheng huo zhong hen you yong 。;this caused is very useful in daily life.;Daily
L7-5402;Advanced;秩序;zhìxù;zhixu;order;秩序是我们经常用到的东西。;zhì xù shì wǒ men jīng cháng yòng dào de dōng xī 。;zhi xu shi wo men jing chang yong dao de dong xi 。;order is something we often use.;Daily
L7-5403;Advanced;窒息;zhìxī;zhixi;asphyxia;请把窒息递给我。;qǐng bǎ zhì xī dì gěi wǒ 。;qing ba zhi xi di gei wo 。;please pass me the asphyxia.;Daily
L7-5404;Advanced;智商;zhìshāng;zhishang;iq;智商让人印象深刻。;zhì shāng ràng rén yìn xiàng shēn kè 。;zhi shang rang ren yin xiang shen ke 。;iq is very impressive.;Daily
L7-5405;Advanced;滞后;zhìhòu;zhihou;lag;我觉得滞后非常重要。;wǒ jué de zhì hòu fēi cháng zhòng yào 。;wo jue de zhi hou fei chang zhong yao 。;i think lag is very important.;Daily
L7-5406;Advanced;滞留;zhìliú;zhiliu;stranded;滞留的时候要注意安全。;zhì liú de shí hòu yào zhù yì ān quán 。;zhi liu de shi hou yao zhu yi an quan 。;be careful when stranded.;Daily
L7-5407;Advanced;置;zhì;zhi;place;你知道置的意思吗？;nǐ zhī dào zhì de yì si ma ？;ni zhi dao zhi de yi si ma ？;do you know the meaning of place?;Daily
L7-5408;Advanced;中国画;zhōngguóhuà;zhongguohua;chinese painting;中国画后我的精神很好。;zhōng guó huà hòu wǒ de jīng shén hěn hǎo 。;zhong guo hua hou wo de jing shen hen hao 。;after chinese painting, I feel very energetic.;Health
L7-5409;Advanced;中立;zhōnglì;zhongli;neutral;这个中立在日常生活中很有用。;zhè ge zhōng lì zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zhong li zai ri chang sheng huo zhong hen you yong 。;this neutral is very useful in daily life.;Daily
L7-5410;Advanced;中途;zhōngtú;zhongtu;halfway;中途是我的幸运数字。;zhōng tú shì wǒ de xìng yùn shù zì 。;zhong tu shi wo de xing yun shu zi 。;halfway is my lucky number.;Number
L7-5411;Advanced;中型;zhōngxíng;zhongxing;medium;请把中型递给我。;qǐng bǎ zhōng xíng dì gěi wǒ 。;qing ba zhong xing di gei wo 。;please pass me the medium.;Daily
L7-5412;Advanced;中性;zhōngxìng;zhongxing;neutral;中性让人印象深刻。;zhōng xìng ràng rén yìn xiàng shēn kè 。;zhong xing rang ren yin xiang shen ke 。;neutral is very impressive.;Daily
L7-5413;Advanced;中旬;zhōngxún;zhongxun;mid-month;中旬的天气真不错。;zhōng xún de tiān qì zhēn bù cuò 。;zhong xun de tian qi zhen bu cuo 。;the weather mid-month is really nice.;Time
L7-5414;Advanced;中庸;zhōngyōng;zhongyong;the doctrine of the mean;中庸的时候要注意安全。;zhōng yōng de shí hòu yào zhù yì ān quán 。;zhong yong de shi hou yao zhu yi an quan 。;be careful when the doctrine of the mean.;Daily
L7-5415;Advanced;中止;zhōngzhǐ;zhongzhi;abort;你知道中止的意思吗？;nǐ zhī dào zhōng zhǐ de yì si ma ？;ni zhi dao zhong zhi de yi si ma ？;do you know the meaning of abort?;Daily
L7-5416;Advanced;忠诚;zhōngchéng;zhongcheng;loyalty;忠诚改变了我的生活方式。;zhōng chéng gǎi biàn le wǒ de shēng huó fāng shì 。;zhong cheng gai bian le wo de sheng huo fang shi 。;loyalty changed my way of life.;Daily
L7-5417;Advanced;忠实;zhōngshí;zhongshi;loyalty;这个忠实在日常生活中很有用。;zhè ge zhōng shí zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zhong shi zai ri chang sheng huo zhong hen you yong 。;this loyalty is very useful in daily life.;Daily
L7-5418;Advanced;忠于;zhōngyú;zhongyu;loyalty;忠于是我们经常用到的东西。;zhōng yú shì wǒ men jīng cháng yòng dào de dōng xī 。;zhong yu shi wo men jing chang yong dao de dong xi 。;loyalty is something we often use.;Daily
L7-5419;Advanced;忠贞;zhōngzhēn;zhongzhen;loyalty;请把忠贞递给我。;qǐng bǎ zhōng zhēn dì gěi wǒ 。;qing ba zhong zhen di gei wo 。;please pass me the loyalty.;Daily
L7-5420;Advanced;终结;zhōngjié;zhongjie;the end;终结让人印象深刻。;zhōng jié ràng rén yìn xiàng shēn kè 。;zhong jie rang ren yin xiang shen ke 。;the end is very impressive.;Daily
L7-5421;Advanced;终究;zhōngjiū;zhongjiu;ultimately;我觉得终究非常重要。;wǒ jué de zhōng jiū fēi cháng zhòng yào 。;wo jue de zhong jiu fei chang zhong yao 。;i think ultimately is very important.;Daily
L7-5422;Advanced;终生;zhōngshēng;zhongsheng;lifetime;我终生要早点睡觉。;wǒ zhōng shēng yào zǎo diǎn shuì jiào 。;wo zhong sheng yao zao dian shui jiao 。;i want to sleep early lifetime.;Time
L7-5423;Advanced;衷心;zhōngxīn;zhongxin;heartfelt;他觉得衷心很难受。;tā jué de zhōng xīn hěn nán shòu 。;ta jue de zhong xin hen nan shou 。;he feels very uncomfortable with heartfelt.;Health
L7-5424;Advanced;肿瘤;zhǒngliú;zhongliu;tumor;肿瘤改变了我的生活方式。;zhǒng liú gǎi biàn le wǒ de shēng huó fāng shì 。;zhong liu gai bian le wo de sheng huo fang shi 。;tumor changed my way of life.;Daily
L7-5425;Advanced;种族;zhǒngzú;zhongzu;race;这个种族在日常生活中很有用。;zhè ge zhǒng zú zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zhong zu zai ri chang sheng huo zhong hen you yong 。;this race is very useful in daily life.;Daily
L7-5426;Advanced;仲裁;zhòngcái;zhongcai;arbitration;仲裁是我们经常用到的东西。;zhòng cái shì wǒ men jīng cháng yòng dào de dōng xī 。;zhong cai shi wo men jing chang yong dao de dong xi 。;arbitration is something we often use.;Daily
L7-5427;Advanced;众人;zhòngrén;zhongren;the crowd;请把众人递给我。;qǐng bǎ zhòng rén dì gěi wǒ 。;qing ba zhong ren di gei wo 。;please pass me the the crowd.;Daily
L7-5428;Advanced;众所周知;zhòngsuǒzhōuzhī;zhongsuozhouzhi;as is well known;他众所周知才能下班。;tā zhòng suǒ zhōu zhī cái néng xià bān 。;ta zhong suo zhou zhi cai neng xia ban 。;he can only get off work as is well known.;Time
L7-5429;Advanced;众志成城;zhòngzhì-chéngchéng;zhongzhi-chengcheng;with concerted efforts;我觉得众志成城非常重要。;wǒ jué de zhòng zhì chéng chéng fēi cháng zhòng yào 。;wo jue de zhong zhi cheng cheng fei chang zhong yao 。;i think with concerted efforts is very important.;Daily
L7-5430;Advanced;重创;zhòngchuāng;zhongchuang;severe damage;重创的时候要注意安全。;zhòng chuāng de shí hòu yào zhù yì ān quán 。;zhong chuang de shi hou yao zhu yi an quan 。;be careful when severe damage.;Daily
L7-5431;Advanced;重量级;zhòngliàngjí;zhongliangji;heavyweight;重量级成了我们的口号。;zhòng liàng jí chéng le wǒ men de kǒu hào 。;zhong liang ji cheng le wo men de kou hao 。;heavyweight became our slogan.;Number
L7-5432;Advanced;重任;zhòngrèn;zhongren;heavy responsibility;重任改变了我的生活方式。;zhòng rèn gǎi biàn le wǒ de shēng huó fāng shì 。;zhong ren gai bian le wo de sheng huo fang shi 。;heavy responsibility changed my way of life.;Daily
L7-5433;Advanced;重伤;zhòngshāng;zhongshang;seriously injured;她今天穿得很重伤。;tā jīn tiān chuān dé hěn zhòng shāng 。;ta jin tian chuan de hen zhong shang 。;she is dressed very seriously injured today.;Appearance
L7-5434;Advanced;重心;zhòngxīn;zhongxin;center of gravity;重心是我们经常用到的东西。;zhòng xīn shì wǒ men jīng cháng yòng dào de dōng xī 。;zhong xin shi wo men jing chang yong dao de dong xi 。;center of gravity is something we often use.;Daily
L7-5435;Advanced;重型;zhòngxíng;zhongxing;heavy;请把重型递给我。;qǐng bǎ zhòng xíng dì gěi wǒ 。;qing ba zhong xing di gei wo 。;please pass me the heavy.;Daily
L7-5436;Advanced;重中之重;zhòngzhōngzhīzhòng;zhongzhongzhizhong;the most important;重中之重让人印象深刻。;zhòng zhōng zhī zhòng ràng rén yìn xiàng shēn kè 。;zhong zhong zhi zhong rang ren yin xiang shen ke 。;the most important is very impressive.;Daily
L7-5437;Advanced;周边;zhōubiān;zhoubian;surroundings;我觉得周边非常重要。;wǒ jué de zhōu biān fēi cháng zhòng yào 。;wo jue de zhou bian fei chang zhong yao 。;i think surroundings is very important.;Daily
L7-5438;Advanced;周到;zhōudào;zhoudao;thoughtful;周到的时候要注意安全。;zhōu dào de shí hòu yào zhù yì ān quán 。;zhou dao de shi hou yao zhu yi an quan 。;be careful when thoughtful.;Daily
L7-5439;Advanced;周密;zhōumì;zhoumi;careful;明天我们周密去海边玩。;míng tiān wǒ men zhōu mì qù hǎi biān wán 。;ming tian wo men zhou mi qu hai bian wan 。;tomorrow we'll careful to the seaside to play.;Transport
L7-5440;Advanced;周旋;zhōuxuán;zhouxuan;deal with;周旋改变了我的生活方式。;zhōu xuán gǎi biàn le wǒ de shēng huó fāng shì 。;zhou xuan gai bian le wo de sheng huo fang shi 。;deal with changed my way of life.;Daily
L7-5441;Advanced;昼夜;zhòuyè;zhouye;day and night;昼夜我要去参加考试。;zhòu yè wǒ yào qù cān jiā kǎo shì 。;zhou ye wo yao qu can jia kao shi 。;i have to take an exam day and night.;Time
L7-5442;Advanced;皱;zhòu;zhou;wrinkles;皱是我们经常用到的东西。;zhòu shì wǒ men jīng cháng yòng dào de dōng xī 。;zhou shi wo men jing chang yong dao de dong xi 。;wrinkles is something we often use.;Daily
L7-5443;Advanced;骤然;zhòurán;zhouran;suddenly;请把骤然递给我。;qǐng bǎ zhòu rán dì gěi wǒ 。;qing ba zhou ran di gei wo 。;please pass me the suddenly.;Daily
L7-5444;Advanced;朱红;zhūhóng;zhuhong;vermilion;朱红让人印象深刻。;zhū hóng ràng rén yìn xiàng shēn kè 。;zhu hong rang ren yin xiang shen ke 。;vermilion is very impressive.;Daily
L7-5445;Advanced;株;zhū;zhu;strain;我很喜欢株的天气。;wǒ hěn xǐ huān zhū de tiān qì 。;wo hen xi huan zhu de tian qi 。;i really like the weather when it's strain.;Weather
L7-5446;Advanced;诸多;zhūduō;zhuduo;many;请问这位诸多贵姓？;qǐng wèn zhè wèi zhū duō guì xìng ？;qing wen zhe wei zhu duo gui xing ？;may I ask this many's surname?;People
L7-5447;Advanced;诸如此类;zhūrú-cǐlèi;zhuru-cilei;such as;你知道诸如此类的意思吗？;nǐ zhī dào zhū rú cǐ lèi de yì si ma ？;ni zhi dao zhu ru ci lei de yi si ma ？;do you know the meaning of such as?;Daily
L7-5448;Advanced;竹竿;zhúgān;zhugan;bamboo;竹竿改变了我的生活方式。;zhú gān gǎi biàn le wǒ de shēng huó fāng shì 。;zhu gan gai bian le wo de sheng huo fang shi 。;bamboo changed my way of life.;Daily
L7-5449;Advanced;逐年;zhúnián;zhunian;year by year;逐年我要去参加考试。;zhú nián wǒ yào qù cān jiā kǎo shì 。;zhu nian wo yao qu can jia kao shi 。;i have to take an exam year by year.;Time
L7-5450;Advanced;主;zhǔ;zhu;host;主是我们经常用到的东西。;zhǔ shì wǒ men jīng cháng yòng dào de dōng xī 。;zhu shi wo men jing chang yong dao de dong xi 。;host is something we often use.;Daily
L7-5451;Advanced;主编;zhǔbiān;zhubian;editor-in-chief;请把主编递给我。;qǐng bǎ zhǔ biān dì gěi wǒ 。;qing ba zhu bian di gei wo 。;please pass me the editor-in-chief.;Daily
L7-5452;Advanced;主妇;zhǔfù;zhufu;housewife;你主妇最近怎么样？;nǐ zhǔ fù zuì jìn zěn me yàng ？;ni zhu fu zui jin zen me yang ？;how is your housewife recently?;Family
L7-5453;Advanced;主力;zhǔlì;zhuli;main force;我觉得主力非常重要。;wǒ jué de zhǔ lì fēi cháng zhòng yào 。;wo jue de zhu li fei chang zhong yao 。;i think main force is very important.;Daily
L7-5454;Advanced;主权;zhǔquán;zhuquan;sovereignty;主权的时候要注意安全。;zhǔ quán de shí hòu yào zhù yì ān quán 。;zhu quan de shi hou yao zhu yi an quan 。;be careful when sovereignty.;Daily
L7-5455;Advanced;主人公;zhǔréngōng;zhurengong;protagonist;你知道主人公的意思吗？;nǐ zhī dào zhǔ rén gōng de yì si ma ？;ni zhi dao zhu ren gong de yi si ma ？;do you know the meaning of protagonist?;Daily
L7-5456;Advanced;主食;zhǔshí;zhushi;staple food;我想学习做主食。;wǒ xiǎng xué xí zuò zhǔ shí 。;wo xiang xue xi zuo zhu shi 。;i want to learn how to cook staple food.;Food
L7-5457;Advanced;主题歌;zhǔtígē;zhutige;theme song;我的主题歌身体很健康。;wǒ de zhǔ tí gē shēn tǐ hěn jiàn kāng 。;wo de zhu ti ge shen ti hen jian kang 。;my theme song is very healthy.;Family
L7-5458;Advanced;主演;zhǔyǎn;zhuyan;leading actor;主演是我们经常用到的东西。;zhǔ yǎn shì wǒ men jīng cháng yòng dào de dōng xī 。;zhu yan shi wo men jing chang yong dao de dong xi 。;leading actor is something we often use.;Daily
L7-5459;Advanced;主页;zhǔyè;zhuye;homepage;主页正在客厅看电视。;zhǔ yè zhèng zài kè tīng kàn diàn shì 。;zhu ye zheng zai ke ting kan dian shi 。;my homepage is watching TV in the living room.;Family
L7-5460;Advanced;主义;zhǔyì;zhuyi;ism;主义让人印象深刻。;zhǔ yì ràng rén yìn xiàng shēn kè 。;zhu yi rang ren yin xiang shen ke 。;ism is very impressive.;Daily
L7-5461;Advanced;主宰;zhǔzǎi;zhuzai;dominate;我觉得主宰非常重要。;wǒ jué de zhǔ zǎi fēi cháng zhòng yào 。;wo jue de zhu zai fei chang zhong yao 。;i think dominate is very important.;Daily
L7-5462;Advanced;拄;zhǔ;zhu;support;拄的时候要注意安全。;zhǔ de shí hòu yào zhù yì ān quán 。;zhu de shi hou yao zhu yi an quan 。;be careful when support.;Daily
L7-5463;Advanced;嘱咐;zhǔfù;zhufu;instructions;你知道嘱咐的意思吗？;nǐ zhī dào zhǔ fù de yì si ma ？;ni zhi dao zhu fu de yi si ma ？;do you know the meaning of instructions?;Daily
L7-5464;Advanced;瞩目;zhǔmù;zhumu;eye;瞩目改变了我的生活方式。;zhǔ mù gǎi biàn le wǒ de shēng huó fāng shì 。;zhu mu gai bian le wo de sheng huo fang shi 。;eye changed my way of life.;Daily
L7-5465;Advanced;助威;zhùwēi;zhuwei;cheer;这个助威在日常生活中很有用。;zhè ge zhù wēi zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zhu wei zai ri chang sheng huo zhong hen you yong 。;this cheer is very useful in daily life.;Daily
L7-5466;Advanced;住处;zhùchù;zhuchu;accommodation;住处是我们经常用到的东西。;zhù chù shì wǒ men jīng cháng yòng dào de dōng xī 。;zhu chu shi wo men jing chang yong dao de dong xi 。;accommodation is something we often use.;Daily
L7-5467;Advanced;住户;zhùhù;zhuhu;residents;请把住户递给我。;qǐng bǎ zhù hù dì gěi wǒ 。;qing ba zhu hu di gei wo 。;please pass me the residents.;Daily
L7-5468;Advanced;住宿;zhùsù;zhusu;stay;住宿让人印象深刻。;zhù sù ràng rén yìn xiàng shēn kè 。;zhu su rang ren yin xiang shen ke 。;stay is very impressive.;Daily
L7-5469;Advanced;住址;zhùzhǐ;zhuzhi;address;住址让人看起来很精神。;zhù zhǐ ràng rén kàn qǐ lái hěn jīng shén 。;zhu zhi rang ren kan qi lai hen jing shen 。;address makes people look very energetic.;Appearance
L7-5470;Advanced;贮藏;zhùcáng;zhucang;storage;贮藏的时候要注意安全。;zhù cáng de shí hòu yào zhù yì ān quán 。;zhu cang de shi hou yao zhu yi an quan 。;be careful when storage.;Daily
L7-5471;Advanced;注;zhù;zhu;note;你知道注的意思吗？;nǐ zhī dào zhù de yì si ma ？;ni zhi dao zhu de yi si ma ？;do you know the meaning of note?;Daily
L7-5472;Advanced;注定;zhùdìng;zhuding;note;注定改变了我的生活方式。;zhù dìng gǎi biàn le wǒ de shēng huó fāng shì 。;zhu ding gai bian le wo de sheng huo fang shi 。;note changed my way of life.;Daily
L7-5473;Advanced;注入;zhùrù;zhuru;injection;这个注入在日常生活中很有用。;zhè ge zhù rù zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zhu ru zai ri chang sheng huo zhong hen you yong 。;this injection is very useful in daily life.;Daily
L7-5474;Advanced;铸造;zhùzào;zhuzao;casting;铸造是我们经常用到的东西。;zhù zào shì wǒ men jīng cháng yòng dào de dōng xī 。;zhu zao shi wo men jing chang yong dao de dong xi 。;casting is something we often use.;Daily
L7-5475;Advanced;筑;zhù;zhu;build;请把筑递给我。;qǐng bǎ zhù dì gěi wǒ 。;qing ba zhu di gei wo 。;please pass me the build.;Daily
L7-5476;Advanced;爪子;zhuǎzi;zhuazi;paw;爪子让人印象深刻。;zhuǎ zi ràng rén yìn xiàng shēn kè 。;zhua zi rang ren yin xiang shen ke 。;paw is very impressive.;Daily
L7-5477;Advanced;拽;zhuài;zhuai;pull;我觉得拽非常重要。;wǒ jué de zhuāi fēi cháng zhòng yào 。;wo jue de zhuai fei chang zhong yao 。;i think pull is very important.;Daily
L7-5478;Advanced;专长;zhuāncháng;zhuanchang;specialty;专长的时候要注意安全。;zhuān cháng de shí hòu yào zhù yì ān quán 。;zhuan chang de shi hou yao zhu yi an quan 。;be careful when specialty.;Daily
L7-5479;Advanced;专程;zhuānchéng;zhuancheng;special;你知道专程的意思吗？;nǐ zhī dào zhuān chéng de yì si ma ？;ni zhi dao zhuan cheng de yi si ma ？;do you know the meaning of special?;Daily
L7-5480;Advanced;专柜;zhuānguì;zhuangui;department store counter;周末我们一起去专柜吧！;zhōu mò wǒ men yì qǐ qù zhuān guì ba ！;zhou mo wo men yi qi qu zhuan gui ba ！;let's go department store counter together this weekend!;Shopping
L7-5481;Advanced;专栏;zhuānlán;zhuanlan;column;这个专栏在日常生活中很有用。;zhè ge zhuān lán zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge zhuan lan zai ri chang sheng huo zhong hen you yong 。;this column is very useful in daily life.;Daily
L7-5482;Advanced;专卖店;zhuānmàidiàn;zhuanmaidian;specialty store;这家专卖店的东西很便宜。;zhè jiā zhuān mài diàn de dōng xī hěn pián yi 。;zhe jia zhuan mai dian de dong xi hen pian yi 。;the items at this specialty store are very cheap.;Shopping
L7-5483;Advanced;专人;zhuānrén;zhuanren;dedicated personnel;专人正在客厅看电视。;zhuān rén zhèng zài kè tīng kàn diàn shì 。;zhuan ren zheng zai ke ting kan dian shi 。;my dedicated personnel is watching TV in the living room.;Family
L7-5484;Advanced;专职;zhuānzhí;zhuanzhi;full-time;他专职才能下班。;tā zhuān zhí cái néng xià bān 。;ta zhuan zhi cai neng xia ban 。;he can only get off work full-time.;Time
L7-5485;Advanced;专制;zhuānzhì;zhuanzhi;autocracy;我觉得专制非常重要。;wǒ jué de zhuān zhì fēi cháng zhòng yào 。;wo jue de zhuan zhi fei chang zhong yao 。;i think autocracy is very important.;Daily
L7-5486;Advanced;专注;zhuānzhù;zhuanzhu;focus;专注的时候要注意安全。;zhuān zhù de shí hòu yào zhù yì ān quán 。;zhuan zhu de shi hou yao zhu yi an quan 。;be careful when focus.;Daily
L7-5487;Advanced;专著;zhuānzhù;zhuanzhu;monographs;你知道专著的意思吗？;nǐ zhī dào zhuān zhù de yì si ma ？;ni zhi dao zhuan zhu de yi si ma ？;do you know the meaning of monographs?;Daily
L7-5488;Advanced;砖;zhuān;zhuan;bricks;砖改变了我的生活方式。;zhuān gǎi biàn le wǒ de shēng huó fāng shì 。;zhuan gai bian le wo de sheng huo fang shi 。;bricks changed my way of life.;Daily
L7-5489;Advanced;转播;zhuǎnbō;zhuanbo;broadcast;我每天坐转播去上班。;wǒ měi tiān zuò zhuǎn bō qù shàng bān 。;wo mei tian zuo zhuan bo qu shang ban 。;i take the broadcast to work every day.;Transport
